Experiment	bias spectroscopy	
Saved Date	01.01.2000 00:00:00	
User		
Date	01.01.2000 00:00:00	
X (m)	4.96447E-9	
Y (m)	6.49409E-9	
Z (m)	-173.056E-9	
Z offset (m)	0E+0	
Settling time (s)	800E-6	
Integration time (s)	6E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	01.01.2000 00:00:00	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Input 6 (V)	Bias (V)	OC M1 Freq. Shift (Hz)	Current [bwd] (A)	Input 6 [bwd] (V)	Bias [bwd] (V)	OC M1 Freq. Shift [bwd] (Hz)
2.75100E-1	1.63359E-11	2.95683E-2	2.75100E-1	-2.22159E+1	1.88186E-11	3.10323E-2	2.75100E-1	-2.21759E+1
2.74450E-1	2.32544E-11	2.90912E-2	2.74450E-1	-2.20691E+1	1.43462E-11	3.08366E-2	2.74450E-1	-2.23277E+1
2.73800E-1	2.46648E-11	2.87696E-2	2.73800E-1	-2.20101E+1	1.72781E-11	3.11172E-2	2.73800E-1	-2.22764E+1
2.73150E-1	1.87092E-11	2.90671E-2	2.73150E-1	-2.23172E+1	2.41941E-11	3.15110E-2	2.73150E-1	-2.22921E+1
2.72500E-1	1.23680E-11	2.97908E-2	2.72500E-1	-2.22801E+1	2.75306E-11	3.14989E-2	2.72500E-1	-2.23698E+1
2.71850E-1	1.23781E-11	2.99797E-2	2.71850E-1	-2.20013E+1	2.32102E-11	3.10173E-2	2.71850E-1	-2.22656E+1
2.71200E-1	1.90566E-11	2.93695E-2	2.71200E-1	-2.23625E+1	1.58170E-11	3.06002E-2	2.71200E-1	-2.21531E+1
2.70550E-1	2.46811E-11	2.85189E-2	2.70550E-1	-2.24288E+1	1.36410E-11	3.09666E-2	2.70550E-1	-2.22053E+1
2.69900E-1	2.27850E-11	2.83949E-2	2.69900E-1	-2.21418E+1	1.91761E-11	3.17946E-2	2.69900E-1	-2.21415E+1
2.69250E-1	1.55099E-11	2.92449E-2	2.69250E-1	-2.20053E+1	2.60212E-11	3.23844E-2	2.69250E-1	-2.20787E+1
2.68600E-1	1.09529E-11	3.01301E-2	2.68600E-1	-2.21632E+1	2.63919E-11	3.23385E-2	2.68600E-1	-2.25569E+1
2.67950E-1	1.37980E-11	3.01080E-2	2.67950E-1	-2.24175E+1	2.00032E-11	3.17977E-2	2.67950E-1	-2.25073E+1
2.67300E-1	2.11458E-11	2.91993E-2	2.67300E-1	-2.20989E+1	1.37168E-11	3.14707E-2	2.67300E-1	-2.21258E+1
2.66650E-1	2.43219E-11	2.82668E-2	2.66650E-1	-2.23732E+1	1.44789E-11	3.18079E-2	2.66650E-1	-2.22552E+1
2.66000E-1	2.00314E-11	2.80309E-2	2.66000E-1	-2.22223E+1	2.10908E-11	3.27026E-2	2.66000E-1	-2.20498E+1
2.65350E-1	1.30051E-11	2.83872E-2	2.65350E-1	-2.21567E+1	2.64820E-11	3.32959E-2	2.65350E-1	-2.24158E+1
2.64700E-1	1.05505E-11	2.84691E-2	2.64700E-1	-2.24938E+1	2.40778E-11	3.31010E-2	2.64700E-1	-2.22630E+1
2.64050E-1	1.62113E-11	2.79229E-2	2.64050E-1	-2.19888E+1	1.68230E-11	3.23274E-2	2.64050E-1	-2.21845E+1
2.63400E-1	2.28998E-11	2.71917E-2	2.63400E-1	-2.24417E+1	1.25128E-11	3.18199E-2	2.63400E-1	-2.24275E+1
2.62750E-1	2.33709E-11	2.69769E-2	2.62750E-1	-2.21800E+1	1.60564E-11	3.20341E-2	2.62750E-1	-2.22902E+1
2.62100E-1	1.72836E-11	2.75297E-2	2.62100E-1	-2.23055E+1	2.33151E-11	3.20790E-2	2.62100E-1	-2.22853E+1
2.61450E-1	1.11326E-11	2.83062E-2	2.61450E-1	-2.20268E+1	2.57670E-11	3.15920E-2	2.61450E-1	-2.22410E+1
2.60800E-1	1.20051E-11	2.87689E-2	2.60800E-1	-2.24334E+1	2.07082E-11	3.03524E-2	2.60800E-1	-2.23850E+1
2.60150E-1	1.88288E-11	2.87037E-2	2.60150E-1	-2.21339E+1	1.32541E-11	2.94683E-2	2.60150E-1	-2.20567E+1
2.59500E-1	2.39689E-11	2.84623E-2	2.59500E-1	-2.23211E+1	1.19610E-11	2.98120E-2	2.59500E-1	-2.23287E+1
2.58850E-1	2.17035E-11	2.85418E-2	2.58850E-1	-2.19288E+1	1.76454E-11	3.08277E-2	2.58850E-1	-2.21578E+1
2.58200E-1	1.45295E-11	2.88423E-2	2.58200E-1	-2.22460E+1	2.40311E-11	3.14654E-2	2.58200E-1	-2.22067E+1
2.57550E-1	1.02755E-11	2.90221E-2	2.57550E-1	-2.21851E+1	2.37385E-11	3.09956E-2	2.57550E-1	-2.20641E+1
2.56900E-1	1.37043E-11	2.85773E-2	2.56900E-1	-2.21742E+1	1.72273E-11	2.98942E-2	2.56900E-1	-2.24149E+1
2.56250E-1	2.08772E-11	2.77810E-2	2.56250E-1	-2.21799E+1	1.13749E-11	2.93211E-2	2.56250E-1	-2.25486E+1
2.55600E-1	2.38366E-11	2.70267E-2	2.55600E-1	-2.22623E+1	1.28850E-11	2.94438E-2	2.55600E-1	-2.22471E+1
2.54950E-1	1.89426E-11	2.66412E-2	2.54950E-1	-2.21127E+1	1.96650E-11	2.98907E-2	2.54950E-1	-2.22816E+1
2.54300E-1	1.17781E-11	2.67862E-2	2.54300E-1	-2.22104E+1	2.43442E-11	2.97742E-2	2.54300E-1	-2.21340E+1
2.53650E-1	1.02824E-11	2.69130E-2	2.53650E-1	-2.21400E+1	2.13371E-11	2.89487E-2	2.53650E-1	-2.23757E+1
2.53000E-1	1.61068E-11	2.64939E-2	2.53000E-1	-2.21913E+1	1.39309E-11	2.82195E-2	2.53000E-1	-2.22260E+1
2.52350E-1	2.26302E-11	2.58875E-2	2.52350E-1	-2.22373E+1	1.02665E-11	2.84052E-2	2.52350E-1	-2.22983E+1
2.51700E-1	2.26217E-11	2.56886E-2	2.51700E-1	-2.22652E+1	1.41476E-11	2.92208E-2	2.51700E-1	-2.22668E+1
2.51050E-1	1.59244E-11	2.60258E-2	2.51050E-1	-2.22426E+1	2.13071E-11	2.96389E-2	2.51050E-1	-2.23956E+1
2.50400E-1	1.00359E-11	2.67674E-2	2.50400E-1	-2.21863E+1	2.34518E-11	2.92392E-2	2.50400E-1	-2.21907E+1
2.49750E-1	1.15488E-11	2.71859E-2	2.49750E-1	-2.21770E+1	1.81385E-11	2.82085E-2	2.49750E-1	-2.22034E+1
2.49100E-1	1.83741E-11	2.66525E-2	2.49100E-1	-2.23330E+1	1.09392E-11	2.75469E-2	2.49100E-1	-2.23594E+1
2.48450E-1	2.32650E-11	2.57652E-2	2.48450E-1	-2.20654E+1	1.00554E-11	2.75923E-2	2.48450E-1	-2.19511E+1
2.47800E-1	2.05865E-11	2.54291E-2	2.47800E-1	-2.22361E+1	1.60772E-11	2.79365E-2	2.47800E-1	-2.21946E+1
2.47150E-1	1.33039E-11	2.56991E-2	2.47150E-1	-2.22178E+1	2.22330E-11	2.78329E-2	2.47150E-1	-2.24155E+1
2.46500E-1	9.39303E-12	2.64224E-2	2.46500E-1	-2.21278E+1	2.18247E-11	2.72136E-2	2.46500E-1	-2.20675E+1
2.45850E-1	1.31941E-11	2.66312E-2	2.45850E-1	-2.23255E+1	1.49625E-11	2.66584E-2	2.45850E-1	-2.22814E+1
2.45200E-1	2.04803E-11	2.64975E-2	2.45200E-1	-2.22902E+1	9.37710E-12	2.67535E-2	2.45200E-1	-2.24469E+1
2.44550E-1	2.27487E-11	2.63453E-2	2.44550E-1	-2.22238E+1	1.11558E-11	2.73978E-2	2.44550E-1	-2.21654E+1
2.43900E-1	1.76916E-11	2.69607E-2	2.43900E-1	-2.22093E+1	1.82115E-11	2.78070E-2	2.43900E-1	-2.22177E+1
2.43250E-1	1.03759E-11	2.82025E-2	2.43250E-1	-2.25322E+1	2.24843E-11	2.77147E-2	2.43250E-1	-2.24358E+1
2.42600E-1	9.31356E-12	2.91554E-2	2.42600E-1	-2.19132E+1	1.91847E-11	2.69739E-2	2.42600E-1	-2.23438E+1
2.41950E-1	1.52906E-11	2.89961E-2	2.41950E-1	-2.24852E+1	1.19362E-11	2.63507E-2	2.41950E-1	-2.22221E+1
2.41300E-1	2.17012E-11	2.81659E-2	2.41300E-1	-2.19788E+1	8.66459E-12	2.63492E-2	2.41300E-1	-2.22735E+1
2.40650E-1	2.09047E-11	2.77308E-2	2.40650E-1	-2.21390E+1	1.32163E-11	2.69441E-2	2.40650E-1	-2.20865E+1
2.40000E-1	1.42840E-11	2.81690E-2	2.40000E-1	-2.22716E+1	2.00297E-11	2.76474E-2	2.40000E-1	-2.22285E+1
2.39350E-1	8.98473E-12	2.90111E-2	2.39350E-1	-2.22055E+1	2.17164E-11	2.78123E-2	2.39350E-1	-2.20054E+1
2.38700E-1	1.06843E-11	2.91329E-2	2.38700E-1	-2.21106E+1	1.62057E-11	2.74527E-2	2.38700E-1	-2.22102E+1
2.38050E-1	1.78848E-11	2.81877E-2	2.38050E-1	-2.21729E+1	9.69609E-12	2.72122E-2	2.38050E-1	-2.24237E+1
2.37400E-1	2.23664E-11	2.71499E-2	2.37400E-1	-2.22467E+1	9.33843E-12	2.76189E-2	2.37400E-1	-2.22745E+1
2.36750E-1	1.88613E-11	2.69470E-2	2.36750E-1	-2.22849E+1	1.56757E-11	2.83888E-2	2.36750E-1	-2.22286E+1
2.36100E-1	1.13146E-11	2.74263E-2	2.36100E-1	-2.19714E+1	2.14950E-11	2.89734E-2	2.36100E-1	-2.24065E+1
2.35450E-1	8.12326E-12	2.78404E-2	2.35450E-1	-2.23305E+1	2.01865E-11	2.88652E-2	2.35450E-1	-2.23165E+1
2.34800E-1	1.24850E-11	2.72600E-2	2.34800E-1	-2.24145E+1	1.30668E-11	2.82397E-2	2.34800E-1	-2.22061E+1
2.34150E-1	1.96609E-11	2.62518E-2	2.34150E-1	-2.20676E+1	8.22890E-12	2.78187E-2	2.34150E-1	-2.22043E+1
2.33500E-1	2.11445E-11	2.57537E-2	2.33500E-1	-2.21336E+1	1.08308E-11	2.79212E-2	2.33500E-1	-2.22778E+1
2.32850E-1	1.57345E-11	2.59635E-2	2.32850E-1	-2.21402E+1	1.81855E-11	2.83517E-2	2.32850E-1	-2.22273E+1
2.32200E-1	8.91542E-12	2.65521E-2	2.32200E-1	-2.22799E+1	2.19065E-11	2.83480E-2	2.32200E-1	-2.19384E+1
2.31550E-1	8.48345E-12	2.66026E-2	2.31550E-1	-2.21682E+1	1.81359E-11	2.76995E-2	2.31550E-1	-2.24954E+1
2.30900E-1	1.43693E-11	2.58102E-2	2.30900E-1	-2.23298E+1	1.07382E-11	2.68922E-2	2.30900E-1	-2.19782E+1
2.30250E-1	2.05986E-11	2.45641E-2	2.30250E-1	-2.20074E+1	8.03854E-12	2.66113E-2	2.30250E-1	-2.21277E+1
2.29600E-1	1.96776E-11	2.37277E-2	2.29600E-1	-2.22680E+1	1.29790E-11	2.68352E-2	2.29600E-1	-2.23245E+1
2.28950E-1	1.25211E-11	2.37871E-2	2.28950E-1	-2.22997E+1	2.00452E-11	2.69129E-2	2.28950E-1	-2.25609E+1
2.28300E-1	7.22780E-12	2.41947E-2	2.28300E-1	-2.23263E+1	2.12061E-11	2.63621E-2	2.28300E-1	-2.22708E+1
2.27650E-1	9.48497E-12	2.42322E-2	2.27650E-1	-2.20453E+1	1.53594E-11	2.53729E-2	2.27650E-1	-2.22445E+1
2.27000E-1	1.69240E-11	2.38542E-2	2.27000E-1	-2.23596E+1	8.89411E-12	2.48190E-2	2.27000E-1	-2.24224E+1
2.26350E-1	2.08443E-11	2.35968E-2	2.26350E-1	-2.21607E+1	9.22885E-12	2.53299E-2	2.26350E-1	-2.22144E+1
2.25700E-1	1.70172E-11	2.39066E-2	2.25700E-1	-2.22880E+1	1.57061E-11	2.61565E-2	2.25700E-1	-2.22320E+1
2.25050E-1	9.39162E-12	2.44999E-2	2.25050E-1	-2.23976E+1	2.13521E-11	2.64914E-2	2.25050E-1	-2.21014E+1
2.24400E-1	6.62346E-12	2.48399E-2	2.24400E-1	-2.21228E+1	1.98797E-11	2.58309E-2	2.24400E-1	-2.24572E+1
2.23750E-1	1.15557E-11	2.46944E-2	2.23750E-1	-2.20111E+1	1.26709E-11	2.50267E-2	2.23750E-1	-2.22477E+1
2.23100E-1	1.83202E-11	2.39766E-2	2.23100E-1	-2.24167E+1	8.01258E-12	2.50982E-2	2.23100E-1	-2.24339E+1
2.22450E-1	1.94354E-11	2.33942E-2	2.22450E-1	-2.20789E+1	1.09947E-11	2.60496E-2	2.22450E-1	-2.21353E+1
2.21800E-1	1.36040E-11	2.33939E-2	2.21800E-1	-2.22111E+1	1.79614E-11	2.68896E-2	2.21800E-1	-2.21541E+1
2.21150E-1	7.11024E-12	2.38154E-2	2.21150E-1	-2.23875E+1	2.14691E-11	2.68883E-2	2.21150E-1	-2.23608E+1
2.20500E-1	7.35456E-12	2.42294E-2	2.20500E-1	-2.22197E+1	1.73622E-11	2.62582E-2	2.20500E-1	-2.22318E+1
2.19850E-1	1.36668E-11	2.38002E-2	2.19850E-1	-2.23718E+1	9.88603E-12	2.57429E-2	2.19850E-1	-2.20594E+1
2.19200E-1	1.93439E-11	2.31427E-2	2.19200E-1	-2.23130E+1	7.70078E-12	2.60124E-2	2.19200E-1	-2.22379E+1
2.18550E-1	1.76991E-11	2.26826E-2	2.18550E-1	-2.21720E+1	1.27712E-11	2.65385E-2	2.18550E-1	-2.23135E+1
2.17900E-1	1.05283E-11	2.28213E-2	2.17900E-1	-2.23111E+1	1.99768E-11	2.65402E-2	2.17900E-1	-2.23077E+1
2.17250E-1	5.72545E-12	2.32578E-2	2.17250E-1	-2.22778E+1	2.05594E-11	2.56963E-2	2.17250E-1	-2.20905E+1
2.16600E-1	8.73521E-12	2.32791E-2	2.16600E-1	-2.21529E+1	1.41319E-11	2.45768E-2	2.16600E-1	-2.21489E+1
2.15950E-1	1.60383E-11	2.26587E-2	2.15950E-1	-2.22257E+1	8.00868E-12	2.41967E-2	2.15950E-1	-2.24969E+1
2.15300E-1	1.93410E-11	2.17629E-2	2.15300E-1	-2.23577E+1	8.91745E-12	2.45554E-2	2.15300E-1	-2.21023E+1
2.14650E-1	1.49672E-11	2.14766E-2	2.14650E-1	-2.21101E+1	1.56973E-11	2.50911E-2	2.14650E-1	-2.22599E+1
2.14000E-1	7.72882E-12	2.18406E-2	2.14000E-1	-2.20210E+1	2.07160E-11	2.50340E-2	2.14000E-1	-2.23170E+1
2.13350E-1	5.56271E-12	2.23202E-2	2.13350E-1	-2.22897E+1	1.85744E-11	2.43243E-2	2.13350E-1	-2.19501E+1
2.12700E-1	1.07892E-11	2.23127E-2	2.12700E-1	-2.22785E+1	1.13323E-11	2.36195E-2	2.12700E-1	-2.23688E+1
2.12050E-1	1.74990E-11	2.17932E-2	2.12050E-1	-2.20790E+1	7.00178E-12	2.35099E-2	2.12050E-1	-2.20731E+1
2.11400E-1	1.82684E-11	2.13223E-2	2.11400E-1	-2.21511E+1	1.04106E-11	2.38258E-2	2.11400E-1	-2.23415E+1
2.10750E-1	1.20242E-11	2.15350E-2	2.10750E-1	-2.21125E+1	1.78891E-11	2.40392E-2	2.10750E-1	-2.21076E+1
2.10100E-1	5.65577E-12	2.20633E-2	2.10100E-1	-2.23065E+1	2.06185E-11	2.34554E-2	2.10100E-1	-2.23080E+1
2.09450E-1	6.39724E-12	2.23115E-2	2.09450E-1	-2.20512E+1	1.57833E-11	2.24666E-2	2.09450E-1	-2.22982E+1
2.08800E-1	1.33248E-11	2.16610E-2	2.08800E-1	-2.22447E+1	8.43784E-12	2.16663E-2	2.08800E-1	-2.24459E+1
2.08150E-1	1.84834E-11	2.06898E-2	2.08150E-1	-2.23172E+1	6.89632E-12	2.14485E-2	2.08150E-1	-2.22386E+1
2.07500E-1	1.64131E-11	2.02680E-2	2.07500E-1	-2.23163E+1	1.26610E-11	2.17484E-2	2.07500E-1	-2.23283E+1
2.06850E-1	8.89563E-12	2.06888E-2	2.06850E-1	-2.22904E+1	1.93968E-11	2.19435E-2	2.06850E-1	-2.24179E+1
2.06200E-1	4.70396E-12	2.12821E-2	2.06200E-1	-2.19687E+1	1.91290E-11	2.14797E-2	2.06200E-1	-2.21175E+1
2.05550E-1	8.21461E-12	2.10628E-2	2.05550E-1	-2.23877E+1	1.25030E-11	2.07277E-2	2.05550E-1	-2.22901E+1
2.04900E-1	1.56753E-11	2.00939E-2	2.04900E-1	-2.24039E+1	6.47576E-12	2.02435E-2	2.04900E-1	-2.24257E+1
2.04250E-1	1.83100E-11	1.91996E-2	2.04250E-1	-2.22985E+1	7.76432E-12	2.02726E-2	2.04250E-1	-2.21438E+1
2.03600E-1	1.33822E-11	1.92513E-2	2.03600E-1	-2.22907E+1	1.48194E-11	2.06714E-2	2.03600E-1	-2.24536E+1
2.02950E-1	6.59005E-12	1.99007E-2	2.02950E-1	-2.22885E+1	1.94861E-11	2.08039E-2	2.02950E-1	-2.21792E+1
2.02300E-1	4.96202E-12	2.02479E-2	2.02300E-1	-2.23200E+1	1.65959E-11	2.02709E-2	2.02300E-1	-2.22729E+1
2.01650E-1	1.07259E-11	1.96431E-2	2.01650E-1	-2.22455E+1	9.36761E-12	1.95069E-2	2.01650E-1	-2.22673E+1
2.01000E-1	1.73090E-11	1.87085E-2	2.01000E-1	-2.23323E+1	5.63814E-12	1.93156E-2	2.01000E-1	-2.22808E+1
2.00350E-1	1.73229E-11	1.84305E-2	2.00350E-1	-2.20678E+1	9.52886E-12	1.95831E-2	2.00350E-1	-2.22595E+1
1.99700E-1	1.06557E-11	1.89609E-2	1.99700E-1	-2.20716E+1	1.66540E-11	2.00380E-2	1.99700E-1	-2.22006E+1
1.99050E-1	5.05957E-12	1.99469E-2	1.99050E-1	-2.21579E+1	1.88413E-11	1.98157E-2	1.99050E-1	-2.22531E+1
1.98400E-1	6.26360E-12	2.02760E-2	1.98400E-1	-2.21858E+1	1.37232E-11	1.90042E-2	1.98400E-1	-2.24657E+1
1.97750E-1	1.33332E-11	1.98420E-2	1.97750E-1	-2.24110E+1	6.75688E-12	1.82288E-2	1.97750E-1	-2.21258E+1
1.97100E-1	1.79356E-11	1.91567E-2	1.97100E-1	-2.21557E+1	5.60252E-12	1.81776E-2	1.97100E-1	-2.27550E+1
1.96450E-1	1.52599E-11	1.90823E-2	1.96450E-1	-2.24120E+1	1.16899E-11	1.86818E-2	1.96450E-1	-2.21350E+1
1.95800E-1	7.91442E-12	1.96190E-2	1.95800E-1	-2.20098E+1	1.79635E-11	1.90066E-2	1.95800E-1	-2.23640E+1
1.95150E-1	4.21162E-12	2.01279E-2	1.95150E-1	-2.23846E+1	1.72305E-11	1.83873E-2	1.95150E-1	-2.25130E+1
1.94500E-1	8.21275E-12	2.00416E-2	1.94500E-1	-2.20481E+1	1.05472E-11	1.73943E-2	1.94500E-1	-2.21545E+1
1.93850E-1	1.54992E-11	1.94933E-2	1.93850E-1	-2.23397E+1	4.96973E-12	1.68991E-2	1.93850E-1	-2.25623E+1
1.93200E-1	1.77997E-11	1.90441E-2	1.93200E-1	-2.22099E+1	6.66731E-12	1.74899E-2	1.93200E-1	-2.19443E+1
1.92550E-1	1.26640E-11	1.90375E-2	1.92550E-1	-2.21526E+1	1.38724E-11	1.82787E-2	1.92550E-1	-2.24361E+1
1.91900E-1	5.89559E-12	1.92450E-2	1.91900E-1	-2.22976E+1	1.81952E-11	1.82992E-2	1.91900E-1	-2.19894E+1
1.91250E-1	4.94735E-12	1.90622E-2	1.91250E-1	-2.20696E+1	1.49864E-11	1.75399E-2	1.91250E-1	-2.22737E+1
1.90600E-1	1.09207E-11	1.82857E-2	1.90600E-1	-2.20382E+1	7.55818E-12	1.69159E-2	1.90600E-1	-2.23737E+1
1.89950E-1	1.71138E-11	1.73403E-2	1.89950E-1	-2.21843E+1	4.34639E-12	1.70096E-2	1.89950E-1	-2.20811E+1
1.89300E-1	1.67053E-11	1.69072E-2	1.89300E-1	-2.26576E+1	8.53346E-12	1.77743E-2	1.89300E-1	-2.22829E+1
1.88650E-1	9.76284E-12	1.70608E-2	1.88650E-1	-2.21971E+1	1.56688E-11	1.81007E-2	1.88650E-1	-2.20148E+1
1.88000E-1	4.23913E-12	1.76891E-2	1.88000E-1	-2.20501E+1	1.75568E-11	1.75454E-2	1.88000E-1	-2.22086E+1
1.87350E-1	6.35064E-12	1.81215E-2	1.87350E-1	-2.22438E+1	1.22111E-11	1.63227E-2	1.87350E-1	-2.22647E+1
1.86700E-1	1.33735E-11	1.80022E-2	1.86700E-1	-2.22306E+1	5.22957E-12	1.56511E-2	1.86700E-1	-2.23355E+1
1.86050E-1	1.76293E-11	1.75959E-2	1.86050E-1	-2.22512E+1	4.75669E-12	1.59484E-2	1.86050E-1	-2.21517E+1
1.85400E-1	1.43171E-11	1.75257E-2	1.85400E-1	-2.22630E+1	1.09435E-11	1.66931E-2	1.85400E-1	-2.24189E+1
1.84750E-1	6.98817E-12	1.79005E-2	1.84750E-1	-2.21805E+1	1.70647E-11	1.68866E-2	1.84750E-1	-2.20866E+1
1.84100E-1	3.99329E-12	1.83923E-2	1.84100E-1	-2.20156E+1	1.58828E-11	1.63939E-2	1.84100E-1	-2.22507E+1
1.83450E-1	8.41353E-12	1.83675E-2	1.83450E-1	-2.22596E+1	8.95402E-12	1.58034E-2	1.83450E-1	-2.24202E+1
1.82800E-1	1.55854E-11	1.77742E-2	1.82800E-1	-2.22767E+1	3.75304E-12	1.58588E-2	1.82800E-1	-2.22184E+1
1.82150E-1	1.72302E-11	1.72331E-2	1.82150E-1	-2.20403E+1	6.07361E-12	1.65132E-2	1.82150E-1	-2.23058E+1
1.81500E-1	1.14346E-11	1.73019E-2	1.81500E-1	-2.25117E+1	1.32083E-11	1.68877E-2	1.81500E-1	-2.23429E+1
1.80850E-1	4.86397E-12	1.79260E-2	1.80850E-1	-2.22168E+1	1.72793E-11	1.65662E-2	1.80850E-1	-2.21483E+1
1.80200E-1	4.50920E-12	1.84222E-2	1.80200E-1	-2.18918E+1	1.35851E-11	1.56473E-2	1.80200E-1	-2.23914E+1
1.79550E-1	1.08133E-11	1.79610E-2	1.79550E-1	-2.25920E+1	6.29255E-12	1.50356E-2	1.79550E-1	-2.18664E+1
1.78900E-1	1.67453E-11	1.71206E-2	1.78900E-1	-2.19321E+1	3.43854E-12	1.50465E-2	1.78900E-1	-2.23828E+1
1.78250E-1	1.55717E-11	1.65864E-2	1.78250E-1	-2.22302E+1	8.24224E-12	1.54202E-2	1.78250E-1	-2.20688E+1
1.77600E-1	8.61997E-12	1.71306E-2	1.77600E-1	-2.22861E+1	1.52155E-11	1.55268E-2	1.77600E-1	-2.21436E+1
1.76950E-1	3.63718E-12	1.81072E-2	1.76950E-1	-2.23831E+1	1.66301E-11	1.51231E-2	1.76950E-1	-2.23580E+1
1.76300E-1	6.13131E-12	1.87058E-2	1.76300E-1	-2.21657E+1	1.07621E-11	1.46346E-2	1.76300E-1	-2.23666E+1
1.75650E-1	1.30220E-11	1.84050E-2	1.75650E-1	-2.21920E+1	4.21847E-12	1.46498E-2	1.75650E-1	-2.24798E+1
1.75000E-1	1.69837E-11	1.79400E-2	1.75000E-1	-2.23246E+1	4.23694E-12	1.53086E-2	1.75000E-1	-2.23374E+1
1.74350E-1	1.30209E-11	1.80795E-2	1.74350E-1	-2.22557E+1	1.06768E-11	1.61841E-2	1.74350E-1	-2.21816E+1
1.73700E-1	5.88993E-12	1.88218E-2	1.73700E-1	-2.23089E+1	1.65827E-11	1.65542E-2	1.73700E-1	-2.22054E+1
1.73050E-1	3.14728E-12	1.93394E-2	1.73050E-1	-2.21183E+1	1.50201E-11	1.64642E-2	1.73050E-1	-2.21957E+1
1.72400E-1	8.30356E-12	1.88393E-2	1.72400E-1	-2.23264E+1	8.03490E-12	1.60146E-2	1.72400E-1	-2.23182E+1
1.71750E-1	1.51917E-11	1.75752E-2	1.71750E-1	-2.20182E+1	3.10522E-12	1.56908E-2	1.71750E-1	-2.20473E+1
1.71100E-1	1.62702E-11	1.64346E-2	1.71100E-1	-2.20242E+1	6.05177E-12	1.60297E-2	1.71100E-1	-2.22027E+1
1.70450E-1	1.02647E-11	1.60808E-2	1.70450E-1	-2.21694E+1	1.34068E-11	1.62535E-2	1.70450E-1	-2.24210E+1
1.69800E-1	3.52436E-12	1.62772E-2	1.69800E-1	-2.21679E+1	1.67927E-11	1.61853E-2	1.69800E-1	-2.23011E+1
1.69150E-1	3.71428E-12	1.60186E-2	1.69150E-1	-2.25235E+1	1.26934E-11	1.55798E-2	1.69150E-1	-2.21502E+1
1.68500E-1	1.05493E-11	1.49731E-2	1.68500E-1	-2.22186E+1	5.37269E-12	1.48818E-2	1.68500E-1	-2.22575E+1
1.67850E-1	1.59386E-11	1.38142E-2	1.67850E-1	-2.22612E+1	3.20397E-12	1.47994E-2	1.67850E-1	-2.24189E+1
1.67200E-1	1.41399E-11	1.32355E-2	1.67200E-1	-2.23053E+1	8.53001E-12	1.53537E-2	1.67200E-1	-2.21689E+1
1.66550E-1	7.07356E-12	1.35779E-2	1.66550E-1	-2.22729E+1	1.54162E-11	1.58834E-2	1.66550E-1	-2.21181E+1
1.65900E-1	2.65167E-12	1.38389E-2	1.65900E-1	-2.22245E+1	1.60784E-11	1.57341E-2	1.65900E-1	-2.21646E+1
1.65250E-1	5.72518E-12	1.37226E-2	1.65250E-1	-2.22830E+1	9.95997E-12	1.50276E-2	1.65250E-1	-2.22497E+1
1.64600E-1	1.28316E-11	1.29984E-2	1.64600E-1	-2.25532E+1	3.58630E-12	1.44904E-2	1.64600E-1	-2.22480E+1
1.63950E-1	1.60080E-11	1.26380E-2	1.63950E-1	-2.17653E+1	4.36325E-12	1.48116E-2	1.63950E-1	-2.22905E+1
1.63300E-1	1.18031E-11	1.30581E-2	1.63300E-1	-2.24662E+1	1.09829E-11	1.54871E-2	1.63300E-1	-2.23754E+1
1.62650E-1	4.59445E-12	1.41940E-2	1.62650E-1	-2.21294E+1	1.63713E-11	1.59530E-2	1.62650E-1	-2.22795E+1
1.62000E-1	2.31495E-12	1.51545E-2	1.62000E-1	-2.22554E+1	1.40618E-11	1.55294E-2	1.62000E-1	-2.20991E+1
1.61350E-1	7.68094E-12	1.53642E-2	1.61350E-1	-2.24130E+1	7.04227E-12	1.48810E-2	1.61350E-1	-2.22050E+1
1.60700E-1	1.43951E-11	1.50166E-2	1.60700E-1	-2.22579E+1	2.82670E-12	1.47244E-2	1.60700E-1	-2.23246E+1
1.60050E-1	1.50284E-11	1.47781E-2	1.60050E-1	-2.24140E+1	6.14304E-12	1.50717E-2	1.60050E-1	-2.22553E+1
1.59400E-1	8.67824E-12	1.51861E-2	1.59400E-1	-2.21676E+1	1.34963E-11	1.55450E-2	1.59400E-1	-2.23531E+1
1.58750E-1	2.37774E-12	1.56328E-2	1.58750E-1	-2.23114E+1	1.64250E-11	1.52490E-2	1.58750E-1	-2.21072E+1
1.58100E-1	3.44207E-12	1.56720E-2	1.58100E-1	-2.22905E+1	1.18948E-11	1.43997E-2	1.58100E-1	-2.23672E+1
1.57450E-1	1.03097E-11	1.52093E-2	1.57450E-1	-2.21609E+1	4.64247E-12	1.38178E-2	1.57450E-1	-2.24027E+1
1.56800E-1	1.53606E-11	1.45653E-2	1.56800E-1	-2.21052E+1	2.96045E-12	1.40975E-2	1.56800E-1	-2.20330E+1
1.56150E-1	1.29842E-11	1.44419E-2	1.56150E-1	-2.23890E+1	8.62975E-12	1.49073E-2	1.56150E-1	-2.23060E+1
