Experiment	bias spectroscopy	
Saved Date	01.01.2000 00:00:00	
User		
Date	01.01.2000 00:00:00	
X (m)	4.96447E-9	
Y (m)	6.49409E-9	
Z (m)	-173.056E-9	
Z offset (m)	0E+0	
Settling time (s)	800E-6	
Integration time (s)	6E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	01.01.2000 00:00:00	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Input 6 (V)	Bias (V)	OC M1 Freq. Shift (Hz)	Current [bwd] (A)	Input 6 [bwd] (V)	Bias [bwd] (V)	OC M1 Freq. Shift [bwd] (Hz)
3.94700E-1	3.82733E-11	3.32576E-2	3.94700E-1	-2.23153E+1	3.34743E-11	3.36109E-2	3.94700E-1	-2.25181E+1
3.94050E-1	3.21882E-11	3.35098E-2	3.94050E-1	-2.21678E+1	4.07112E-11	3.44263E-2	3.94050E-1	-2.23725E+1
3.93400E-1	2.60906E-11	3.38906E-2	3.93400E-1	-2.24975E+1	4.22836E-11	3.45269E-2	3.93400E-1	-2.21838E+1
3.92750E-1	2.80741E-11	3.39336E-2	3.92750E-1	-2.23740E+1	3.63643E-11	3.40936E-2	3.92750E-1	-2.20070E+1
3.92100E-1	3.51891E-11	3.36373E-2	3.92100E-1	-2.20537E+1	2.93885E-11	3.39157E-2	3.92100E-1	-2.24326E+1
3.91450E-1	3.94951E-11	3.36399E-2	3.91450E-1	-2.23938E+1	2.93824E-11	3.44407E-2	3.91450E-1	-2.23395E+1
3.90800E-1	3.61714E-11	3.38846E-2	3.90800E-1	-2.21879E+1	3.57902E-11	3.52748E-2	3.90800E-1	-2.23333E+1
3.90150E-1	2.83342E-11	3.47742E-2	3.90150E-1	-2.24977E+1	4.16801E-11	3.55146E-2	3.90150E-1	-2.22521E+1
3.89500E-1	2.49091E-11	3.56288E-2	3.89500E-1	-2.20656E+1	4.04045E-11	3.47135E-2	3.89500E-1	-2.24738E+1
3.88850E-1	2.98894E-11	3.57698E-2	3.88850E-1	-2.24798E+1	3.33822E-11	3.36119E-2	3.88850E-1	-2.23315E+1
3.88200E-1	3.70461E-11	3.54838E-2	3.88200E-1	-2.22946E+1	2.82316E-11	3.33108E-2	3.88200E-1	-2.24486E+1
3.87550E-1	3.83579E-11	3.49798E-2	3.87550E-1	-2.19653E+1	3.08479E-11	3.37509E-2	3.87550E-1	-2.22785E+1
3.86900E-1	3.26078E-11	3.48616E-2	3.86900E-1	-2.22066E+1	3.80579E-11	3.44447E-2	3.86900E-1	-2.24046E+1
3.86250E-1	2.62021E-11	3.48661E-2	3.86250E-1	-2.24282E+1	4.19801E-11	3.45194E-2	3.86250E-1	-2.23164E+1
3.85600E-1	2.60203E-11	3.47585E-2	3.85600E-1	-2.22985E+1	3.74043E-11	3.40582E-2	3.85600E-1	-2.24879E+1
3.84950E-1	3.19420E-11	3.38858E-2	3.84950E-1	-2.23634E+1	2.99838E-11	3.38528E-2	3.84950E-1	-2.24450E+1
3.84300E-1	3.70896E-11	3.26041E-2	3.84300E-1	-2.23768E+1	2.76313E-11	3.42443E-2	3.84300E-1	-2.23281E+1
3.83650E-1	3.61597E-11	3.16604E-2	3.83650E-1	-2.23329E+1	3.25898E-11	3.49646E-2	3.83650E-1	-2.23130E+1
3.83000E-1	2.91481E-11	3.15209E-2	3.83000E-1	-2.25129E+1	3.94973E-11	3.51339E-2	3.83000E-1	-2.23445E+1
3.82350E-1	2.40098E-11	3.19028E-2	3.82350E-1	-2.22256E+1	4.04710E-11	3.45955E-2	3.82350E-1	-2.25545E+1
3.81700E-1	2.67526E-11	3.21337E-2	3.81700E-1	-2.22342E+1	3.45400E-11	3.38115E-2	3.81700E-1	-2.20641E+1
3.81050E-1	3.35342E-11	3.16999E-2	3.81050E-1	-2.22098E+1	2.82460E-11	3.36103E-2	3.81050E-1	-2.25268E+1
3.80400E-1	3.78205E-11	3.10815E-2	3.80400E-1	-2.23154E+1	2.86458E-11	3.37662E-2	3.80400E-1	-2.24570E+1
3.79750E-1	3.35572E-11	3.10233E-2	3.79750E-1	-2.21977E+1	3.53019E-11	3.41230E-2	3.79750E-1	-2.22279E+1
3.79100E-1	2.64863E-11	3.18097E-2	3.79100E-1	-2.23777E+1	4.01261E-11	3.37895E-2	3.79100E-1	-2.23262E+1
3.78450E-1	2.37662E-11	3.26381E-2	3.78450E-1	-2.21325E+1	3.82933E-11	3.29563E-2	3.78450E-1	-2.22640E+1
3.77800E-1	2.87575E-11	3.26828E-2	3.77800E-1	-2.23813E+1	3.12508E-11	3.21945E-2	3.77800E-1	-2.22344E+1
3.77150E-1	3.55668E-11	3.20284E-2	3.77150E-1	-2.23008E+1	2.68276E-11	3.21020E-2	3.77150E-1	-2.23129E+1
3.76500E-1	3.66225E-11	3.15204E-2	3.76500E-1	-2.23985E+1	2.98429E-11	3.26316E-2	3.76500E-1	-2.24341E+1
3.75850E-1	3.03638E-11	3.18625E-2	3.75850E-1	-2.23401E+1	3.68076E-11	3.33127E-2	3.75850E-1	-2.22914E+1
3.75200E-1	2.41507E-11	3.28030E-2	3.75200E-1	-2.22388E+1	3.95207E-11	3.36100E-2	3.75200E-1	-2.22835E+1
3.74550E-1	2.45315E-11	3.32026E-2	3.74550E-1	-2.23459E+1	3.53271E-11	3.36073E-2	3.74550E-1	-2.23680E+1
3.73900E-1	3.11044E-11	3.25424E-2	3.73900E-1	-2.20204E+1	2.85290E-11	3.37708E-2	3.73900E-1	-2.23645E+1
3.73250E-1	3.66621E-11	3.15431E-2	3.73250E-1	-2.23294E+1	2.63843E-11	3.42204E-2	3.73250E-1	-2.20798E+1
3.72600E-1	3.50176E-11	3.12465E-2	3.72600E-1	-2.25463E+1	3.15189E-11	3.47552E-2	3.72600E-1	-2.25039E+1
3.71950E-1	2.77505E-11	3.19230E-2	3.71950E-1	-2.24356E+1	3.81296E-11	3.47977E-2	3.71950E-1	-2.25121E+1
3.71300E-1	2.30535E-11	3.27111E-2	3.71300E-1	-2.21862E+1	3.83549E-11	3.40991E-2	3.71300E-1	-2.24254E+1
3.70650E-1	2.56405E-11	3.28610E-2	3.70650E-1	-2.23956E+1	3.19163E-11	3.30516E-2	3.70650E-1	-2.20368E+1
3.70000E-1	3.29740E-11	3.22163E-2	3.70000E-1	-2.21772E+1	2.57405E-11	3.24216E-2	3.70000E-1	-2.22701E+1
3.69350E-1	3.64666E-11	3.16318E-2	3.69350E-1	-2.26505E+1	2.63897E-11	3.24044E-2	3.69350E-1	-2.22669E+1
3.68700E-1	3.21385E-11	3.18536E-2	3.68700E-1	-2.22372E+1	3.30271E-11	3.27935E-2	3.68700E-1	-2.23294E+1
3.68050E-1	2.47180E-11	3.26619E-2	3.68050E-1	-2.22165E+1	3.80769E-11	3.29077E-2	3.68050E-1	-2.25623E+1
3.67400E-1	2.25289E-11	3.34004E-2	3.67400E-1	-2.23775E+1	3.57519E-11	3.24037E-2	3.67400E-1	-2.19613E+1
3.66750E-1	2.79930E-11	3.36469E-2	3.66750E-1	-2.22625E+1	2.83314E-11	3.18362E-2	3.66750E-1	-2.21808E+1
3.66100E-1	3.47931E-11	3.36452E-2	3.66100E-1	-2.25411E+1	2.43573E-11	3.18862E-2	3.66100E-1	-2.24923E+1
3.65450E-1	3.50175E-11	3.37662E-2	3.65450E-1	-2.21559E+1	2.80438E-11	3.28314E-2	3.65450E-1	-2.24904E+1
3.64800E-1	2.86589E-11	3.44786E-2	3.64800E-1	-2.26209E+1	3.50408E-11	3.39652E-2	3.64800E-1	-2.23446E+1
3.64150E-1	2.27283E-11	3.51052E-2	3.64150E-1	-2.21470E+1	3.77398E-11	3.42137E-2	3.64150E-1	-2.22533E+1
3.63500E-1	2.32992E-11	3.51219E-2	3.63500E-1	-2.22126E+1	3.29026E-11	3.36037E-2	3.63500E-1	-2.21704E+1
3.62850E-1	3.02236E-11	3.44970E-2	3.62850E-1	-2.24554E+1	2.54720E-11	3.26719E-2	3.62850E-1	-2.22228E+1
3.62200E-1	3.53962E-11	3.36496E-2	3.62200E-1	-2.22042E+1	2.36048E-11	3.23923E-2	3.62200E-1	-2.20686E+1
3.61550E-1	3.34062E-11	3.31768E-2	3.61550E-1	-2.20758E+1	2.94479E-11	3.24362E-2	3.61550E-1	-2.24662E+1
3.60900E-1	2.59884E-11	3.33196E-2	3.60900E-1	-2.24400E+1	3.59107E-11	3.24730E-2	3.60900E-1	-2.22531E+1
3.60250E-1	2.18810E-11	3.35915E-2	3.60250E-1	-2.19629E+1	3.60321E-11	3.19544E-2	3.60250E-1	-2.24847E+1
3.59600E-1	2.50331E-11	3.35349E-2	3.59600E-1	-2.24574E+1	2.93187E-11	3.11592E-2	3.59600E-1	-2.21103E+1
3.58950E-1	3.21656E-11	3.30956E-2	3.58950E-1	-2.24033E+1	2.35085E-11	3.08486E-2	3.58950E-1	-2.22372E+1
3.58300E-1	3.52526E-11	3.26845E-2	3.58300E-1	-2.21864E+1	2.48243E-11	3.10849E-2	3.58300E-1	-2.23310E+1
3.57650E-1	3.03595E-11	3.27031E-2	3.57650E-1	-2.24433E+1	3.17769E-11	3.16152E-2	3.57650E-1	-2.22736E+1
3.57000E-1	2.29433E-11	3.30908E-2	3.57000E-1	-2.20066E+1	3.66389E-11	3.14018E-2	3.57000E-1	-2.25824E+1
3.56350E-1	2.15748E-11	3.33034E-2	3.56350E-1	-2.26062E+1	3.33797E-11	3.05254E-2	3.56350E-1	-2.22228E+1
3.55700E-1	2.75962E-11	3.27370E-2	3.55700E-1	-2.20959E+1	2.60352E-11	2.97319E-2	3.55700E-1	-2.24467E+1
3.55050E-1	3.36451E-11	3.17746E-2	3.55050E-1	-2.23006E+1	2.26575E-11	2.98875E-2	3.55050E-1	-2.23369E+1
3.54400E-1	3.40966E-11	3.10129E-2	3.54400E-1	-2.21230E+1	2.65567E-11	3.09991E-2	3.54400E-1	-2.22141E+1
3.53750E-1	2.74152E-11	3.11102E-2	3.53750E-1	-2.23786E+1	3.38660E-11	3.22101E-2	3.53750E-1	-2.23238E+1
3.53100E-1	2.14850E-11	3.18364E-2	3.53100E-1	-2.23715E+1	3.62985E-11	3.28149E-2	3.53100E-1	-2.25202E+1
3.52450E-1	2.23921E-11	3.23899E-2	3.52450E-1	-2.24136E+1	3.10003E-11	3.30065E-2	3.52450E-1	-2.23148E+1
3.51800E-1	2.94721E-11	3.24361E-2	3.51800E-1	-2.21050E+1	2.38667E-11	3.33816E-2	3.51800E-1	-2.22079E+1
3.51150E-1	3.46077E-11	3.24362E-2	3.51150E-1	-2.25895E+1	2.30690E-11	3.41908E-2	3.51150E-1	-2.25499E+1
3.50500E-1	3.15972E-11	3.28000E-2	3.50500E-1	-2.22827E+1	2.90323E-11	3.50158E-2	3.50500E-1	-2.25057E+1
3.49850E-1	2.44531E-11	3.39802E-2	3.49850E-1	-2.22944E+1	3.53371E-11	3.52274E-2	3.49850E-1	-2.22047E+1
3.49200E-1	2.06107E-11	3.51827E-2	3.49200E-1	-2.20692E+1	3.45061E-11	3.46232E-2	3.49200E-1	-2.23903E+1
3.48550E-1	2.43313E-11	3.54655E-2	3.48550E-1	-2.23986E+1	2.75313E-11	3.38060E-2	3.48550E-1	-2.22011E+1
3.47900E-1	3.16943E-11	3.48875E-2	3.47900E-1	-2.22646E+1	2.17805E-11	3.33388E-2	3.47900E-1	-2.22991E+1
3.47250E-1	3.42775E-11	3.40463E-2	3.47250E-1	-2.24633E+1	2.38961E-11	3.36038E-2	3.47250E-1	-2.24711E+1
3.46600E-1	2.89405E-11	3.37741E-2	3.46600E-1	-2.22030E+1	3.07060E-11	3.36061E-2	3.46600E-1	-2.23442E+1
3.45950E-1	2.16368E-11	3.42601E-2	3.45950E-1	-2.20694E+1	3.51476E-11	3.33311E-2	3.45950E-1	-2.24708E+1
3.45300E-1	2.06201E-11	3.45538E-2	3.45300E-1	-2.22128E+1	3.18449E-11	3.27908E-2	3.45300E-1	-2.23455E+1
3.44650E-1	2.65910E-11	3.38926E-2	3.44650E-1	-2.22780E+1	2.45386E-11	3.26976E-2	3.44650E-1	-2.21043E+1
3.44000E-1	3.28967E-11	3.25337E-2	3.44000E-1	-2.22092E+1	2.18536E-11	3.31724E-2	3.44000E-1	-2.24193E+1
3.43350E-1	3.24263E-11	3.15757E-2	3.43350E-1	-2.23130E+1	2.63446E-11	3.40392E-2	3.43350E-1	-2.23077E+1
3.42700E-1	2.53827E-11	3.16887E-2	3.42700E-1	-2.22962E+1	3.30670E-11	3.45585E-2	3.42700E-1	-2.24869E+1
3.42050E-1	1.98600E-11	3.25058E-2	3.42050E-1	-2.20813E+1	3.51213E-11	3.44363E-2	3.42050E-1	-2.21798E+1
3.41400E-1	2.17022E-11	3.28921E-2	3.41400E-1	-2.24003E+1	2.97865E-11	3.38205E-2	3.41400E-1	-2.24960E+1
3.40750E-1	2.94899E-11	3.22719E-2	3.40750E-1	-2.21537E+1	2.25588E-11	3.33417E-2	3.40750E-1	-2.21735E+1
3.40100E-1	3.34404E-11	3.13566E-2	3.40100E-1	-2.21454E+1	2.23992E-11	3.34448E-2	3.40100E-1	-2.23116E+1
3.39450E-1	2.99635E-11	3.10070E-2	3.39450E-1	-2.22405E+1	2.92175E-11	3.38610E-2	3.39450E-1	-2.21314E+1
3.38800E-1	2.25523E-11	3.14836E-2	3.38800E-1	-2.23462E+1	3.50635E-11	3.42129E-2	3.38800E-1	-2.26085E+1
3.38150E-1	1.91777E-11	3.18704E-2	3.38150E-1	-2.21275E+1	3.35469E-11	3.39457E-2	3.38150E-1	-2.21978E+1
3.37500E-1	2.38099E-11	3.16833E-2	3.37500E-1	-2.25089E+1	2.63230E-11	3.36037E-2	3.37500E-1	-2.24350E+1
3.36850E-1	3.10503E-11	3.09140E-2	3.36850E-1	-2.22967E+1	2.12457E-11	3.35991E-2	3.36850E-1	-2.24254E+1
3.36200E-1	3.28285E-11	3.05716E-2	3.36200E-1	-2.23314E+1	2.39714E-11	3.40093E-2	3.36200E-1	-2.24638E+1
3.35550E-1	2.70508E-11	3.09510E-2	3.35550E-1	-2.22354E+1	3.11509E-11	3.44654E-2	3.35550E-1	-2.21058E+1
3.34900E-1	2.02402E-11	3.18388E-2	3.34900E-1	-2.19870E+1	3.47955E-11	3.45160E-2	3.34900E-1	-2.23677E+1
3.34250E-1	1.97028E-11	3.21274E-2	3.34250E-1	-2.22797E+1	3.08905E-11	3.40501E-2	3.34250E-1	-2.24541E+1
3.33600E-1	2.58144E-11	3.18607E-2	3.33600E-1	-2.22690E+1	2.33418E-11	3.36049E-2	3.33600E-1	-2.21424E+1
3.32950E-1	3.19761E-11	3.14469E-2	3.32950E-1	-2.23711E+1	2.13922E-11	3.36959E-2	3.32950E-1	-2.24140E+1
3.32300E-1	3.09110E-11	3.16166E-2	3.32300E-1	-2.21701E+1	2.61833E-11	3.44592E-2	3.32300E-1	-2.23279E+1
3.31650E-1	2.39209E-11	3.23983E-2	3.31650E-1	-2.23919E+1	3.28598E-11	3.51880E-2	3.31650E-1	-2.24220E+1
3.31000E-1	1.87038E-11	3.31372E-2	3.31000E-1	-2.22882E+1	3.38034E-11	3.52171E-2	3.31000E-1	-2.21102E+1
3.30350E-1	2.06347E-11	3.32023E-2	3.30350E-1	-2.22218E+1	2.74441E-11	3.45240E-2	3.30350E-1	-2.22153E+1
3.29700E-1	2.78544E-11	3.27985E-2	3.29700E-1	-2.22489E+1	2.12152E-11	3.39273E-2	3.29700E-1	-2.23745E+1
3.29050E-1	3.20367E-11	3.25615E-2	3.29050E-1	-2.21572E+1	2.19832E-11	3.38983E-2	3.29050E-1	-2.19741E+1
3.28400E-1	2.79596E-11	3.30587E-2	3.28400E-1	-2.21332E+1	2.83466E-11	3.41638E-2	3.28400E-1	-2.23459E+1
3.27750E-1	2.05425E-11	3.38307E-2	3.27750E-1	-2.22928E+1	3.39039E-11	3.39929E-2	3.27750E-1	-2.22347E+1
3.27100E-1	1.81608E-11	3.42448E-2	3.27100E-1	-2.23193E+1	3.16293E-11	3.32148E-2	3.27100E-1	-2.24124E+1
3.26450E-1	2.29057E-11	3.37458E-2	3.26450E-1	-2.20317E+1	2.46001E-11	3.24744E-2	3.26450E-1	-2.22582E+1
3.25800E-1	2.97242E-11	3.28425E-2	3.25800E-1	-2.22444E+1	1.99433E-11	3.26457E-2	3.25800E-1	-2.23061E+1
3.25150E-1	3.09046E-11	3.21717E-2	3.25150E-1	-2.24240E+1	2.26714E-11	3.37328E-2	3.25150E-1	-2.21845E+1
3.24500E-1	2.48229E-11	3.21608E-2	3.24500E-1	-2.21347E+1	2.97961E-11	3.46831E-2	3.24500E-1	-2.23664E+1
3.23850E-1	1.83854E-11	3.26100E-2	3.23850E-1	-2.25364E+1	3.33963E-11	3.44746E-2	3.23850E-1	-2.23590E+1
3.23200E-1	1.84862E-11	3.27214E-2	3.23200E-1	-2.21554E+1	2.87489E-11	3.33612E-2	3.23200E-1	-2.21915E+1
3.22550E-1	2.50309E-11	3.23816E-2	3.22550E-1	-2.22522E+1	2.16192E-11	3.24663E-2	3.22550E-1	-2.23024E+1
3.21900E-1	3.07147E-11	3.15491E-2	3.21900E-1	-2.23513E+1	1.96254E-11	3.25598E-2	3.21900E-1	-2.22927E+1
3.21250E-1	2.87969E-11	3.09903E-2	3.21250E-1	-2.22254E+1	2.50671E-11	3.33549E-2	3.21250E-1	-2.22415E+1
3.20600E-1	2.18243E-11	3.11561E-2	3.20600E-1	-2.24371E+1	3.12335E-11	3.37624E-2	3.20600E-1	-2.20201E+1
3.19950E-1	1.69804E-11	3.15081E-2	3.19950E-1	-2.21981E+1	3.17491E-11	3.32110E-2	3.19950E-1	-2.25205E+1
3.19300E-1	2.00656E-11	3.15072E-2	3.19300E-1	-2.22588E+1	2.55330E-11	3.22332E-2	3.19300E-1	-2.22975E+1
3.18650E-1	2.73909E-11	3.13012E-2	3.18650E-1	-2.21704E+1	1.93212E-11	3.17829E-2	3.18650E-1	-2.26610E+1
3.18000E-1	3.06520E-11	3.11765E-2	3.18000E-1	-2.21008E+1	1.97776E-11	3.22752E-2	3.18000E-1	-2.24022E+1
3.17350E-1	2.61590E-11	3.16724E-2	3.17350E-1	-2.24510E+1	2.67962E-11	3.29114E-2	3.17350E-1	-2.22835E+1
3.16700E-1	1.90463E-11	3.25874E-2	3.16700E-1	-2.19053E+1	3.14326E-11	3.29377E-2	3.16700E-1	-2.23143E+1
3.16050E-1	1.72298E-11	3.32624E-2	3.16050E-1	-2.24340E+1	2.90595E-11	3.22025E-2	3.16050E-1	-2.22763E+1
3.15400E-1	2.20258E-11	3.29937E-2	3.15400E-1	-2.22071E+1	2.19409E-11	3.12246E-2	3.15400E-1	-2.22573E+1
3.14750E-1	2.85678E-11	3.18331E-2	3.14750E-1	-2.21846E+1	1.76953E-11	3.08426E-2	3.14750E-1	-2.26071E+1
3.14100E-1	2.94295E-11	3.05767E-2	3.14100E-1	-2.21498E+1	2.12404E-11	3.08451E-2	3.14100E-1	-2.22136E+1
3.13450E-1	2.32075E-11	3.00449E-2	3.13450E-1	-2.20692E+1	2.84387E-11	3.05259E-2	3.13450E-1	-2.21728E+1
3.12800E-1	1.72581E-11	3.02803E-2	3.12800E-1	-2.22321E+1	3.12879E-11	2.99504E-2	3.12800E-1	-2.24683E+1
3.12150E-1	1.78455E-11	3.01776E-2	3.12150E-1	-2.23064E+1	2.60946E-11	2.91713E-2	3.12150E-1	-2.24251E+1
3.11500E-1	2.46270E-11	2.97089E-2	3.11500E-1	-2.22529E+1	1.90963E-11	2.90303E-2	3.11500E-1	-2.23413E+1
3.10850E-1	2.96132E-11	2.91884E-2	3.10850E-1	-2.21386E+1	1.74779E-11	2.95648E-2	3.10850E-1	-2.22139E+1
3.10200E-1	2.71745E-11	2.92586E-2	3.10200E-1	-2.22897E+1	2.30951E-11	3.05907E-2	3.10200E-1	-2.23783E+1
3.09550E-1	1.98816E-11	3.00097E-2	3.09550E-1	-2.23618E+1	2.97435E-11	3.13659E-2	3.09550E-1	-2.23202E+1
3.08900E-1	1.61341E-11	3.07754E-2	3.08900E-1	-2.21862E+1	2.98221E-11	3.14758E-2	3.08900E-1	-2.22213E+1
3.08250E-1	1.94110E-11	3.07754E-2	3.08250E-1	-2.25507E+1	2.30856E-11	3.11472E-2	3.08250E-1	-2.23340E+1
3.07600E-1	2.66345E-11	2.99642E-2	3.07600E-1	-2.21158E+1	1.72520E-11	3.11505E-2	3.07600E-1	-2.21580E+1
3.06950E-1	2.96003E-11	2.91686E-2	3.06950E-1	-2.21605E+1	1.85374E-11	3.15425E-2	3.06950E-1	-2.22044E+1
3.06300E-1	2.49535E-11	2.92160E-2	3.06300E-1	-2.23251E+1	2.54424E-11	3.22475E-2	3.06300E-1	-2.24201E+1
3.05650E-1	1.78985E-11	2.98912E-2	3.05650E-1	-2.20620E+1	3.02099E-11	3.24655E-2	3.05650E-1	-2.20711E+1
3.05000E-1	1.59741E-11	3.02555E-2	3.05000E-1	-2.21279E+1	2.67563E-11	3.21635E-2	3.05000E-1	-2.23504E+1
3.04350E-1	2.16167E-11	2.96714E-2	3.04350E-1	-2.24194E+1	1.97263E-11	3.15737E-2	3.04350E-1	-2.23400E+1
3.03700E-1	2.76924E-11	2.87319E-2	3.03700E-1	-2.23480E+1	1.62917E-11	3.13399E-2	3.03700E-1	-2.22251E+1
3.03050E-1	2.78320E-11	2.84496E-2	3.03050E-1	-2.22289E+1	2.03881E-11	3.16234E-2	3.03050E-1	-2.24278E+1
3.02400E-1	2.14076E-11	2.88270E-2	3.02400E-1	-2.23901E+1	2.73012E-11	3.20235E-2	3.02400E-1	-2.22691E+1
3.01750E-1	1.53401E-11	2.95669E-2	3.01750E-1	-2.22658E+1	2.95148E-11	3.18299E-2	3.01750E-1	-2.23612E+1
3.01100E-1	1.67921E-11	2.96502E-2	3.01100E-1	-2.22536E+1	2.42022E-11	3.09455E-2	3.01100E-1	-2.22180E+1
3.00450E-1	2.37514E-11	2.91267E-2	3.00450E-1	-2.22455E+1	1.72619E-11	2.99902E-2	3.00450E-1	-2.22951E+1
2.99800E-1	2.87194E-11	2.87598E-2	2.99800E-1	-2.24460E+1	1.64419E-11	2.96485E-2	2.99800E-1	-2.19965E+1
2.99150E-1	2.58308E-11	2.89058E-2	2.99150E-1	-2.21002E+1	2.22934E-11	2.99829E-2	2.99150E-1	-2.22658E+1
2.98500E-1	1.84257E-11	2.96715E-2	2.98500E-1	-2.22712E+1	2.85389E-11	3.02310E-2	2.98500E-1	-2.22159E+1
2.97850E-1	1.45763E-11	3.02046E-2	2.97850E-1	-2.23028E+1	2.80132E-11	3.01824E-2	2.97850E-1	-2.22689E+1
2.97200E-1	1.83222E-11	2.98697E-2	2.97200E-1	-2.23444E+1	2.11354E-11	2.97833E-2	2.97200E-1	-2.23273E+1
2.96550E-1	2.54933E-11	2.91961E-2	2.96550E-1	-2.19607E+1	1.56968E-11	2.97707E-2	2.96550E-1	-2.22626E+1
2.95900E-1	2.78208E-11	2.87506E-2	2.95900E-1	-2.25515E+1	1.79402E-11	3.05111E-2	2.95900E-1	-2.24435E+1
2.95250E-1	2.29455E-11	2.89717E-2	2.95250E-1	-2.20735E+1	2.47920E-11	3.14894E-2	2.95250E-1	-2.20269E+1
2.94600E-1	1.58469E-11	2.95616E-2	2.94600E-1	-2.24358E+1	2.91415E-11	3.20432E-2	2.94600E-1	-2.25414E+1
2.93950E-1	1.43980E-11	2.99633E-2	2.93950E-1	-2.23034E+1	2.56933E-11	3.16885E-2	2.93950E-1	-2.23140E+1
2.93300E-1	2.07157E-11	2.99709E-2	2.93300E-1	-2.22927E+1	1.83023E-11	3.13729E-2	2.93300E-1	-2.22851E+1
2.92650E-1	2.69059E-11	2.97694E-2	2.92650E-1	-2.22154E+1	1.51240E-11	3.16279E-2	2.92650E-1	-2.22790E+1
2.92000E-1	2.65413E-11	2.98478E-2	2.92000E-1	-2.24486E+1	1.99416E-11	3.24904E-2	2.92000E-1	-2.21704E+1
2.91350E-1	1.94188E-11	3.04082E-2	2.91350E-1	-2.21142E+1	2.71830E-11	3.32144E-2	2.91350E-1	-2.21373E+1
2.90700E-1	1.39355E-11	3.09864E-2	2.90700E-1	-2.20737E+1	2.86655E-11	3.32218E-2	2.90700E-1	-2.24346E+1
2.90050E-1	1.57662E-11	3.09904E-2	2.90050E-1	-2.24834E+1	2.30665E-11	3.27255E-2	2.90050E-1	-2.22861E+1
2.89400E-1	2.29918E-11	3.04289E-2	2.89400E-1	-2.20313E+1	1.64786E-11	3.25187E-2	2.89400E-1	-2.23823E+1
2.88750E-1	2.74719E-11	2.98235E-2	2.88750E-1	-2.22402E+1	1.61288E-11	3.32281E-2	2.88750E-1	-2.19867E+1
2.88100E-1	2.36050E-11	2.97355E-2	2.88100E-1	-2.22676E+1	2.22490E-11	3.42034E-2	2.88100E-1	-2.22110E+1
2.87450E-1	1.61444E-11	3.02232E-2	2.87450E-1	-2.23174E+1	2.81606E-11	3.45107E-2	2.87450E-1	-2.22153E+1
2.86800E-1	1.29967E-11	3.07164E-2	2.86800E-1	-2.23201E+1	2.69504E-11	3.39086E-2	2.86800E-1	-2.25244E+1
2.86150E-1	1.74453E-11	3.04670E-2	2.86150E-1	-2.19516E+1	2.01050E-11	3.30925E-2	2.86150E-1	-2.23083E+1
2.85500E-1	2.42967E-11	2.94845E-2	2.85500E-1	-2.21777E+1	1.47346E-11	3.30213E-2	2.85500E-1	-2.24118E+1
2.84850E-1	2.61815E-11	2.83073E-2	2.84850E-1	-2.22134E+1	1.75942E-11	3.36266E-2	2.84850E-1	-2.23079E+1
2.84200E-1	2.05254E-11	2.76557E-2	2.84200E-1	-2.21467E+1	2.50895E-11	3.41680E-2	2.84200E-1	-2.23031E+1
2.83550E-1	1.37679E-11	2.77706E-2	2.83550E-1	-2.22975E+1	2.84945E-11	3.36662E-2	2.83550E-1	-2.25505E+1
2.82900E-1	1.32941E-11	2.80706E-2	2.82900E-1	-2.23402E+1	2.47650E-11	3.26186E-2	2.82900E-1	-2.22713E+1
2.82250E-1	1.94432E-11	2.79803E-2	2.82250E-1	-2.21520E+1	1.73837E-11	3.18401E-2	2.82250E-1	-2.19909E+1
2.81600E-1	2.54855E-11	2.78529E-2	2.81600E-1	-2.22775E+1	1.48186E-11	3.17805E-2	2.81600E-1	-2.23981E+1
2.80950E-1	2.42665E-11	2.78753E-2	2.80950E-1	-2.20712E+1	1.95476E-11	3.20507E-2	2.80950E-1	-2.24110E+1
2.80300E-1	1.73804E-11	2.84774E-2	2.80300E-1	-2.20479E+1	2.66628E-11	3.22698E-2	2.80300E-1	-2.25291E+1
2.79650E-1	1.22781E-11	2.92320E-2	2.79650E-1	-2.23397E+1	2.78942E-11	3.19088E-2	2.79650E-1	-2.22158E+1
2.79000E-1	1.45481E-11	2.92041E-2	2.79000E-1	-2.22432E+1	2.20016E-11	3.13513E-2	2.79000E-1	-2.23428E+1
2.78350E-1	2.16667E-11	2.83116E-2	2.78350E-1	-2.23874E+1	1.53780E-11	3.11816E-2	2.78350E-1	-2.24349E+1
2.77700E-1	2.53608E-11	2.73828E-2	2.77700E-1	-2.26036E+1	1.53410E-11	3.16431E-2	2.77700E-1	-2.20578E+1
2.77050E-1	2.15904E-11	2.73530E-2	2.77050E-1	-2.23211E+1	2.18401E-11	3.21958E-2	2.77050E-1	-2.24144E+1
2.76400E-1	1.42393E-11	2.82423E-2	2.76400E-1	-2.20272E+1	2.77923E-11	3.22608E-2	2.76400E-1	-2.21001E+1
2.75750E-1	1.13602E-11	2.92155E-2	2.75750E-1	-2.24434E+1	2.59760E-11	3.17274E-2	2.75750E-1	-2.25264E+1
