Experiment	bias spectroscopy	
-6.97500E-3	-218.263E-12	4.75501E+0	-219.479E-12	4.75970E+0	-217.046E-12	4.75032E+0	-221.828E-12	4.85439E+0	-224.215E-12	5.03689E+0	-219.442E-12	4.67188E+0
-6.90000E-3	-218.895E-12	4.88133E+0	-218.818E-12	4.87732E+0	-218.971E-12	4.88534E+0	-218.689E-12	4.91063E+0	-222.903E-12	5.05512E+0	-214.475E-12	4.76614E+0
-6.82500E-3	-212.922E-12	4.90825E+0	-216.477E-12	4.92153E+0	-209.368E-12	4.89497E+0	-214.903E-12	4.91828E+0	-217.314E-12	5.04954E+0	-212.493E-12	4.78703E+0
-6.75000E-3	-207.226E-12	4.78912E+0	-208.333E-12	4.77911E+0	-206.118E-12	4.79913E+0	-214.547E-12	4.89238E+0	-220.291E-12	4.98556E+0	-208.803E-12	4.79920E+0
-6.67500E-3	-205.482E-12	4.77031E+0	-207.086E-12	4.79013E+0	-203.878E-12	4.75048E+0	-211.291E-12	4.98612E+0	-214.319E-12	5.00217E+0	-208.263E-12	4.97006E+0
-6.60000E-3	-206.241E-12	4.85513E+0	-204.560E-12	4.88621E+0	-207.923E-12	4.82406E+0	-208.683E-12	4.98487E+0	-210.304E-12	5.03510E+0	-207.062E-12	4.93464E+0
-6.52500E-3	-200.951E-12	4.79852E+0	-202.653E-12	4.83754E+0	-199.249E-12	4.75950E+0	-208.124E-12	4.98448E+0	-211.337E-12	5.09234E+0	-204.911E-12	4.87662E+0
-6.45000E-3	-198.267E-12	4.84580E+0	-198.976E-12	4.86350E+0	-197.558E-12	4.82811E+0	-202.331E-12	4.95106E+0	-207.011E-12	5.02801E+0	-197.651E-12	4.87412E+0
-6.37500E-3	-195.251E-12	4.73140E+0	-196.115E-12	4.73327E+0	-194.387E-12	4.72954E+0	-197.860E-12	4.89063E+0	-200.227E-12	4.92875E+0	-195.494E-12	4.85252E+0
-6.30000E-3	-191.772E-12	4.75512E+0	-193.159E-12	4.61805E+0	-190.385E-12	4.89218E+0	-195.593E-12	4.86566E+0	-197.351E-12	4.89244E+0	-193.835E-12	4.83888E+0
-6.22500E-3	-190.361E-12	4.79058E+0	-193.124E-12	4.77233E+0	-187.598E-12	4.80883E+0	-191.939E-12	4.82039E+0	-194.995E-12	4.92541E+0	-188.882E-12	4.71537E+0
-6.15000E-3	-186.828E-12	4.80282E+0	-187.987E-12	4.74490E+0	-185.668E-12	4.86075E+0	-188.470E-12	4.83187E+0	-190.599E-12	4.98981E+0	-186.341E-12	4.67393E+0
-6.07500E-3	-182.148E-12	4.79436E+0	-184.162E-12	4.72741E+0	-180.135E-12	4.86130E+0	-186.540E-12	4.88225E+0	-190.738E-12	4.97885E+0	-182.343E-12	4.78565E+0
-6.00000E-3	-178.876E-12	4.79479E+0	-181.909E-12	4.81327E+0	-175.843E-12	4.77632E+0	-182.921E-12	4.85267E+0	-185.523E-12	4.83764E+0	-180.320E-12	4.86770E+0
-5.92500E-3	-176.944E-12	4.72005E+0	-178.990E-12	4.74032E+0	-174.899E-12	4.69978E+0	-180.517E-12	4.92289E+0	-182.839E-12	4.88738E+0	-178.194E-12	4.95840E+0
-5.85000E-3	-176.571E-12	4.80666E+0	-180.741E-12	4.85268E+0	-172.401E-12	4.76063E+0	-176.307E-12	4.98883E+0	-179.715E-12	4.97289E+0	-172.900E-12	5.00478E+0
-5.77500E-3	-171.112E-12	4.86316E+0	-174.263E-12	4.94716E+0	-167.961E-12	4.77916E+0	-174.404E-12	4.96780E+0	-176.446E-12	4.97889E+0	-172.363E-12	4.95671E+0
-5.70000E-3	-169.923E-12	4.92616E+0	-172.151E-12	5.05666E+0	-167.695E-12	4.79567E+0	-172.242E-12	5.03453E+0	-174.135E-12	5.04824E+0	-170.349E-12	5.02082E+0
-5.62500E-3	-164.744E-12	4.90917E+0	-167.376E-12	4.99695E+0	-162.113E-12	4.82139E+0	-169.489E-12	4.93866E+0	-171.221E-12	5.01437E+0	-167.757E-12	4.86294E+0
-5.55000E-3	-160.813E-12	4.86334E+0	-163.032E-12	4.89883E+0	-158.593E-12	4.82785E+0	-164.290E-12	4.88137E+0	-167.173E-12	4.95546E+0	-161.407E-12	4.80728E+0
-5.47500E-3	-158.701E-12	4.86943E+0	-160.525E-12	4.85686E+0	-156.877E-12	4.88199E+0	-162.884E-12	5.00186E+0	-164.476E-12	5.04483E+0	-161.291E-12	4.95890E+0
-5.40000E-3	-156.086E-12	4.85699E+0	-157.567E-12	4.86588E+0	-154.604E-12	4.84809E+0	-159.323E-12	5.05973E+0	-162.586E-12	5.19318E+0	-156.061E-12	4.92628E+0
-5.32500E-3	-152.512E-12	4.87685E+0	-153.326E-12	4.91569E+0	-151.698E-12	4.83801E+0	-157.724E-12	5.10335E+0	-162.929E-12	5.27377E+0	-152.518E-12	4.93293E+0
-5.25000E-3	-149.686E-12	4.92994E+0	-151.153E-12	4.97554E+0	-148.218E-12	4.88433E+0	-153.654E-12	5.07798E+0	-157.180E-12	5.24671E+0	-150.129E-12	4.90925E+0
-5.17500E-3	-146.644E-12	4.94122E+0	-148.352E-12	5.01987E+0	-144.935E-12	4.86257E+0	-149.851E-12	5.12865E+0	-151.804E-12	5.22015E+0	-147.899E-12	5.03715E+0
-5.10000E-3	-144.679E-12	4.97881E+0	-146.713E-12	5.00826E+0	-142.644E-12	4.94935E+0	-147.480E-12	5.13976E+0	-149.691E-12	5.20984E+0	-145.268E-12	5.06969E+0
-5.02500E-3	-140.948E-12	4.97273E+0	-143.064E-12	4.97064E+0	-138.831E-12	4.97482E+0	-144.077E-12	5.18909E+0	-145.430E-12	5.29122E+0	-142.723E-12	5.08695E+0
-4.95000E-3	-137.401E-12	5.01610E+0	-139.185E-12	5.04978E+0	-135.618E-12	4.98241E+0	-141.156E-12	5.16693E+0	-142.950E-12	5.30241E+0	-139.362E-12	5.03146E+0
-4.87500E-3	-133.628E-12	4.98867E+0	-135.393E-12	5.03729E+0	-131.864E-12	4.94004E+0	-139.469E-12	5.16978E+0	-140.660E-12	5.23273E+0	-138.278E-12	5.10682E+0
-4.80000E-3	-131.462E-12	4.98629E+0	-133.217E-12	4.99605E+0	-129.706E-12	4.97653E+0	-134.301E-12	5.14767E+0	-136.643E-12	5.25401E+0	-131.960E-12	5.04132E+0
-4.72500E-3	-129.177E-12	5.05705E+0	-129.076E-12	5.12030E+0	-129.279E-12	4.99380E+0	-131.158E-12	5.12433E+0	-133.406E-12	5.20588E+0	-128.911E-12	5.04278E+0
-4.65000E-3	-125.721E-12	5.07555E+0	-126.834E-12	5.03553E+0	-124.608E-12	5.11557E+0	-127.490E-12	5.18995E+0	-128.482E-12	5.27278E+0	-126.499E-12	5.10713E+0
-4.57500E-3	-122.118E-12	5.11109E+0	-122.808E-12	5.09793E+0	-121.428E-12	5.12425E+0	-123.637E-12	5.21430E+0	-125.676E-12	5.29297E+0	-121.598E-12	5.13563E+0
-4.50000E-3	-119.990E-12	5.17272E+0	-120.966E-12	5.21110E+0	-119.014E-12	5.13434E+0	-121.974E-12	5.19310E+0	-124.494E-12	5.29673E+0	-119.454E-12	5.08946E+0
-4.42500E-3	-116.042E-12	5.19140E+0	-117.402E-12	5.27165E+0	-114.681E-12	5.11115E+0	-118.211E-12	5.17080E+0	-120.680E-12	5.27728E+0	-115.743E-12	5.06431E+0
-4.35000E-3	-113.123E-12	5.19004E+0	-114.590E-12	5.27736E+0	-111.656E-12	5.10271E+0	-116.681E-12	5.15007E+0	-116.927E-12	5.22878E+0	-116.436E-12	5.07136E+0
-4.27500E-3	-110.269E-12	5.09179E+0	-112.087E-12	5.18150E+0	-108.451E-12	5.00209E+0	-112.686E-12	5.01674E+0	-115.371E-12	5.10027E+0	-110.000E-12	4.93322E+0
-4.20000E-3	-107.640E-12	5.06018E+0	-108.767E-12	5.08498E+0	-106.513E-12	5.03538E+0	-108.750E-12	4.98293E+0	-110.370E-12	5.12249E+0	-107.130E-12	4.84338E+0
-4.12500E-3	-104.492E-12	4.99633E+0	-105.609E-12	5.05239E+0	-103.376E-12	4.94027E+0	-106.089E-12	4.93017E+0	-108.020E-12	5.01732E+0	-104.159E-12	4.84303E+0
-4.05000E-3	-101.083E-12	4.89450E+0	-102.042E-12	4.94238E+0	-100.123E-12	4.84662E+0	-102.501E-12	4.77485E+0	-103.741E-12	4.84986E+0	-101.261E-12	4.69984E+0
-3.97500E-3	-98.0298E-12	4.84986E+0	-99.0404E-12	4.87688E+0	-97.0194E-12	4.82283E+0	-99.6538E-12	4.69393E+0	-100.716E-12	4.78259E+0	-98.5921E-12	4.60526E+0
-3.90000E-3	-94.8492E-12	4.74995E+0	-96.0299E-12	4.83241E+0	-93.6684E-12	4.66748E+0	-97.2040E-12	4.61557E+0	-99.0500E-12	4.70191E+0	-95.3580E-12	4.52923E+0
-3.82500E-3	-91.8842E-12	4.62608E+0	-93.1737E-12	4.75864E+0	-90.5948E-12	4.49351E+0	-94.1553E-12	4.47558E+0	-95.4459E-12	4.56181E+0	-92.8647E-12	4.38935E+0
-3.75000E-3	-90.7047E-12	4.59565E+0	-92.4155E-12	4.74437E+0	-88.9939E-12	4.44692E+0	-90.7243E-12	4.35515E+0	-91.7504E-12	4.45435E+0	-89.6981E-12	4.25594E+0
-3.67500E-3	-86.6958E-12	4.48130E+0	-87.3287E-12	4.53915E+0	-86.0629E-12	4.42346E+0	-88.3401E-12	4.22271E+0	-89.8582E-12	4.30394E+0	-86.8219E-12	4.14148E+0
-3.60000E-3	-84.3057E-12	4.34672E+0	-84.8100E-12	4.39463E+0	-83.8014E-12	4.29882E+0	-86.3806E-12	4.19616E+0	-87.6776E-12	4.29237E+0	-85.0835E-12	4.09996E+0
-3.52500E-3	-81.7695E-12	4.23331E+0	-82.2875E-12	4.26297E+0	-81.2514E-12	4.20365E+0	-84.5313E-12	4.10864E+0	-85.1029E-12	4.23028E+0	-83.9597E-12	3.98700E+0
-3.45000E-3	-79.3040E-12	4.09919E+0	-79.5658E-12	4.08914E+0	-79.0422E-12	4.10925E+0	-81.1342E-12	3.97395E+0	-82.9130E-12	4.08365E+0	-79.3554E-12	3.86424E+0
-3.37500E-3	-77.4741E-12	4.05218E+0	-77.9018E-12	4.10748E+0	-77.0464E-12	3.99688E+0	-78.4791E-12	3.96871E+0	-79.8946E-12	4.03528E+0	-77.0636E-12	3.90215E+0
-3.30000E-3	-74.6093E-12	4.00165E+0	-75.5098E-12	4.08414E+0	-73.7088E-12	3.91916E+0	-76.5753E-12	3.93867E+0	-77.1820E-12	4.06398E+0	-75.9685E-12	3.81336E+0
-3.22500E-3	-72.8053E-12	3.96582E+0	-74.0531E-12	4.05865E+0	-71.5575E-12	3.87299E+0	-74.4517E-12	3.88323E+0	-75.4745E-12	3.98831E+0	-73.4290E-12	3.77816E+0
-3.15000E-3	-70.6314E-12	3.84693E+0	-70.9429E-12	3.89166E+0	-70.3200E-12	3.80219E+0	-71.2741E-12	3.81364E+0	-72.2796E-12	3.96286E+0	-70.2687E-12	3.66441E+0
-3.07500E-3	-67.6995E-12	3.78392E+0	-67.9437E-12	3.79778E+0	-67.4554E-12	3.77006E+0	-69.5443E-12	3.80736E+0	-70.9391E-12	3.91386E+0	-68.1495E-12	3.70086E+0
-3.00000E-3	-66.0285E-12	3.74622E+0	-66.8330E-12	3.77501E+0	-65.2240E-12	3.71742E+0	-67.3718E-12	3.71408E+0	-68.8957E-12	3.79063E+0	-65.8479E-12	3.63754E+0
-2.92500E-3	-63.4607E-12	3.73824E+0	-63.7132E-12	3.77973E+0	-63.2081E-12	3.69676E+0	-64.4046E-12	3.69694E+0	-64.9375E-12	3.75435E+0	-63.8718E-12	3.63953E+0
-2.85000E-3	-61.1627E-12	3.66156E+0	-61.4825E-12	3.67155E+0	-60.8430E-12	3.65158E+0	-62.5263E-12	3.71467E+0	-62.7255E-12	3.76049E+0	-62.3272E-12	3.66885E+0
-2.77500E-3	-59.5693E-12	3.61761E+0	-60.4694E-12	3.66570E+0	-58.6693E-12	3.56953E+0	-59.8308E-12	3.66201E+0	-60.2380E-12	3.71400E+0	-59.4236E-12	3.61001E+0
-2.70000E-3	-56.8011E-12	3.59812E+0	-57.0733E-12	3.65950E+0	-56.5289E-12	3.53675E+0	-57.6034E-12	3.62822E+0	-58.5487E-12	3.68868E+0	-56.6581E-12	3.56776E+0
-2.62500E-3	-54.5043E-12	3.57184E+0	-54.5297E-12	3.58217E+0	-54.4788E-12	3.56150E+0	-55.4176E-12	3.66347E+0	-56.1599E-12	3.69111E+0	-54.6753E-12	3.63584E+0
-2.55000E-3	-52.0187E-12	3.59591E+0	-52.2412E-12	3.59268E+0	-51.7962E-12	3.59914E+0	-53.3349E-12	3.69537E+0	-53.9876E-12	3.73212E+0	-52.6821E-12	3.65862E+0
-2.47500E-3	-49.9168E-12	3.56422E+0	-49.9358E-12	3.55681E+0	-49.8978E-12	3.57163E+0	-51.6656E-12	3.68110E+0	-51.7749E-12	3.77379E+0	-51.5563E-12	3.58841E+0
-2.40000E-3	-47.4960E-12	3.58917E+0	-47.5792E-12	3.56437E+0	-47.4127E-12	3.61396E+0	-48.7958E-12	3.60359E+0	-49.2680E-12	3.66653E+0	-48.3237E-12	3.54065E+0
-2.32500E-3	-45.7124E-12	3.55053E+0	-45.7742E-12	3.54978E+0	-45.6506E-12	3.55128E+0	-46.8001E-12	3.65467E+0	-47.1162E-12	3.65008E+0	-46.4840E-12	3.65927E+0
-2.25000E-3	-43.2764E-12	3.57195E+0	-43.6736E-12	3.61276E+0	-42.8791E-12	3.53115E+0	-45.7146E-12	3.63342E+0	-44.8698E-12	3.62910E+0	-46.5595E-12	3.63774E+0
-2.17500E-3	-41.8732E-12	3.52217E+0	-41.8028E-12	3.57275E+0	-41.9436E-12	3.47158E+0	-42.8793E-12	3.54424E+0	-42.7225E-12	3.60592E+0	-43.0362E-12	3.48256E+0
-2.10000E-3	-39.8439E-12	3.53257E+0	-39.8279E-12	3.55829E+0	-39.8598E-12	3.50684E+0	-40.5409E-12	3.53916E+0	-41.0147E-12	3.59079E+0	-40.0671E-12	3.48752E+0
-2.02500E-3	-37.7380E-12	3.53913E+0	-37.9474E-12	3.58103E+0	-37.5286E-12	3.49724E+0	-38.2444E-12	3.50869E+0	-38.3289E-12	3.51330E+0	-38.1598E-12	3.50407E+0
-1.95000E-3	-35.5094E-12	3.51452E+0	-35.5492E-12	3.57655E+0	-35.4696E-12	3.45250E+0	-36.1907E-12	3.48850E+0	-36.5576E-12	3.52195E+0	-35.8239E-12	3.45504E+0
-1.87500E-3	-33.1309E-12	3.47996E+0	-33.2160E-12	3.50943E+0	-33.0458E-12	3.45048E+0	-34.0355E-12	3.40779E+0	-34.0721E-12	3.44471E+0	-33.9989E-12	3.37086E+0
-1.80000E-3	-30.8816E-12	3.40816E+0	-31.0122E-12	3.42710E+0	-30.7509E-12	3.38921E+0	-31.5808E-12	3.34984E+0	-31.7058E-12	3.38270E+0	-31.4557E-12	3.31697E+0
-1.72500E-3	-29.0371E-12	3.37359E+0	-29.0801E-12	3.37432E+0	-28.9941E-12	3.37286E+0	-29.3865E-12	3.25099E+0	-29.6345E-12	3.28709E+0	-29.1384E-12	3.21490E+0
-1.65000E-3	-27.0312E-12	3.31138E+0	-27.1497E-12	3.30677E+0	-26.9127E-12	3.31599E+0	-27.4989E-12	3.17025E+0	-27.6907E-12	3.19725E+0	-27.3072E-12	3.14325E+0
-1.57500E-3	-25.1090E-12	3.24129E+0	-25.0203E-12	3.25615E+0	-25.1976E-12	3.22643E+0	-25.5597E-12	3.06186E+0	-25.4926E-12	3.09544E+0	-25.6267E-12	3.02829E+0
-1.50000E-3	-23.1733E-12	3.12587E+0	-22.9400E-12	3.15012E+0	-23.4066E-12	3.10162E+0	-23.4437E-12	2.92270E+0	-23.6388E-12	2.97613E+0	-23.2486E-12	2.86928E+0
-1.42500E-3	-21.6630E-12	3.01644E+0	-21.1849E-12	3.00972E+0	-22.1412E-12	3.02315E+0	-21.7246E-12	2.76968E+0	-21.9045E-12	2.82753E+0	-21.5447E-12	2.71183E+0
-1.35000E-3	-19.4594E-12	2.87501E+0	-19.4009E-12	2.90566E+0	-19.5178E-12	2.84436E+0	-19.9964E-12	2.61955E+0	-20.1108E-12	2.63194E+0	-19.8820E-12	2.60717E+0
-1.27500E-3	-18.0611E-12	2.71259E+0	-17.9157E-12	2.72834E+0	-18.2066E-12	2.69683E+0	-18.4603E-12	2.44863E+0	-18.1645E-12	2.42548E+0	-18.7561E-12	2.47178E+0
-1.20000E-3	-16.2761E-12	2.54592E+0	-16.2090E-12	2.58153E+0	-16.3432E-12	2.51031E+0	-16.9432E-12	2.29581E+0	-16.8098E-12	2.31900E+0	-17.0766E-12	2.27263E+0
-1.12500E-3	-15.0472E-12	2.36016E+0	-14.9610E-12	2.38136E+0	-15.1335E-12	2.33896E+0	-15.4334E-12	2.16088E+0	-15.2308E-12	2.17208E+0	-15.6360E-12	2.14967E+0
-1.05000E-3	-13.9869E-12	2.23111E+0	-14.0241E-12	2.24181E+0	-13.9496E-12	2.22041E+0	-14.3602E-12	1.96983E+0	-14.1633E-12	1.93867E+0	-14.5572E-12	2.00099E+0
-975.000E-6	-12.6762E-12	2.05985E+0	-12.5144E-12	2.06034E+0	-12.8380E-12	2.05935E+0	-13.2232E-12	1.85420E+0	-13.2862E-12	1.85405E+0	-13.1603E-12	1.85435E+0
-900.000E-6	-11.6126E-12	1.90645E+0	-11.4480E-12	1.89281E+0	-11.7772E-12	1.92009E+0	-11.8411E-12	1.72295E+0	-11.8636E-12	1.71995E+0	-11.8187E-12	1.72594E+0
-825.000E-6	-10.4171E-12	1.79538E+0	-10.3699E-12	1.80652E+0	-10.4644E-12	1.78423E+0	-10.8059E-12	1.60694E+0	-10.7388E-12	1.60942E+0	-10.8730E-12	1.60445E+0
-750.000E-6	-9.45637E-12	1.69410E+0	-9.45874E-12	1.71072E+0	-9.45399E-12	1.67748E+0	-9.74751E-12	1.54103E+0	-9.70643E-12	1.53040E+0	-9.78859E-12	1.55166E+0
-675.000E-6	-8.50734E-12	1.63645E+0	-8.41163E-12	1.63042E+0	-8.60305E-12	1.64248E+0	-8.61377E-12	1.47087E+0	-8.50610E-12	1.43552E+0	-8.72143E-12	1.50622E+0
-600.000E-6	-7.53150E-12	1.58014E+0	-7.47472E-12	1.55142E+0	-7.58828E-12	1.60885E+0	-7.69363E-12	1.44456E+0	-7.63537E-12	1.40210E+0	-7.75189E-12	1.48702E+0
-525.000E-6	-6.64572E-12	1.47712E+0	-6.63862E-12	1.46257E+0	-6.65281E-12	1.49168E+0	-6.86020E-12	1.44065E+0	-6.72398E-12	1.39782E+0	-6.99641E-12	1.48347E+0
-450.000E-6	-5.72372E-12	1.41492E+0	-5.66840E-12	1.42010E+0	-5.77904E-12	1.40975E+0	-5.93167E-12	1.40193E+0	-5.86324E-12	1.36286E+0	-6.00010E-12	1.44100E+0
-375.000E-6	-4.86492E-12	1.37871E+0	-4.84007E-12	1.38460E+0	-4.88978E-12	1.37281E+0	-5.19361E-12	1.39226E+0	-5.11300E-12	1.37428E+0	-5.27422E-12	1.41024E+0
-300.000E-6	-4.04975E-12	1.34815E+0	-3.99578E-12	1.32691E+0	-4.10372E-12	1.36940E+0	-4.21139E-12	1.38437E+0	-4.19274E-12	1.37817E+0	-4.23005E-12	1.39057E+0
-225.000E-6	-3.24461E-12	1.34473E+0	-3.21612E-12	1.34112E+0	-3.27310E-12	1.34834E+0	-3.35214E-12	1.35754E+0	-3.36871E-12	1.35146E+0	-3.33557E-12	1.36362E+0
-150.000E-6	-2.46211E-12	1.34543E+0	-2.43078E-12	1.35056E+0	-2.49345E-12	1.34030E+0	-2.47354E-12	1.39219E+0	-2.42304E-12	1.38130E+0	-2.52404E-12	1.40308E+0
-75.0000E-6	-1.60661E-12	1.32535E+0	-1.59729E-12	1.31406E+0	-1.61593E-12	1.33664E+0	-1.64341E-12	1.38911E+0	-1.66669E-12	1.36650E+0	-1.62013E-12	1.41171E+0
-1.73472E-18	-796.476E-15	1.30985E+0	-779.778E-15	1.27783E+0	-813.175E-15	1.34188E+0	-767.692E-15	1.34682E+0	-749.527E-15	1.32201E+0	-785.856E-15	1.37164E+0
75.0000E-6	-148.641E-15	1.34546E+0	-144.113E-15	1.29864E+0	-153.169E-15	1.39228E+0	-101.395E-15	1.33964E+0	-82.1712E-15	1.31525E+0	-120.618E-15	1.36403E+0
150.000E-6	733.172E-15	1.35878E+0	742.156E-15	1.34360E+0	724.189E-15	1.37396E+0	746.909E-15	1.35865E+0	729.856E-15	1.36866E+0	763.962E-15	1.34863E+0
225.000E-6	1.53385E-12	1.36967E+0	1.49587E-12	1.36298E+0	1.57182E-12	1.37637E+0	1.61674E-12	1.38734E+0	1.63264E-12	1.38331E+0	1.60085E-12	1.39138E+0
300.000E-6	2.36624E-12	1.39085E+0	2.37777E-12	1.42424E+0	2.35471E-12	1.35747E+0	2.46162E-12	1.40459E+0	2.42728E-12	1.41598E+0	2.49596E-12	1.39319E+0
375.000E-6	3.18760E-12	1.39846E+0	3.18843E-12	1.41636E+0	3.18677E-12	1.38057E+0	3.35023E-12	1.45649E+0	3.29113E-12	1.43571E+0	3.40933E-12	1.47727E+0
450.000E-6	4.04763E-12	1.38058E+0	4.06843E-12	1.37994E+0	4.02683E-12	1.38122E+0	4.36105E-12	1.46710E+0	4.32927E-12	1.43311E+0	4.39282E-12	1.50108E+0
525.000E-6	4.91978E-12	1.40543E+0	4.89899E-12	1.38434E+0	4.94057E-12	1.42653E+0	5.12271E-12	1.51838E+0	5.06542E-12	1.49413E+0	5.18000E-12	1.54262E+0
600.000E-6	5.85976E-12	1.40148E+0	5.80277E-12	1.38651E+0	5.91675E-12	1.41644E+0	6.11140E-12	1.56066E+0	5.97344E-12	1.54807E+0	6.24936E-12	1.57326E+0
675.000E-6	6.79609E-12	1.46464E+0	6.70109E-12	1.45835E+0	6.89110E-12	1.47092E+0	6.91510E-12	1.62581E+0	6.80611E-12	1.61437E+0	7.02409E-12	1.63726E+0
750.000E-6	7.68478E-12	1.51367E+0	7.57175E-12	1.50665E+0	7.79781E-12	1.52069E+0	7.95109E-12	1.71231E+0	7.82911E-12	1.70279E+0	8.07308E-12	1.72184E+0
825.000E-6	8.65935E-12	1.55315E+0	8.65236E-12	1.56146E+0	8.66634E-12	1.54484E+0	8.95779E-12	1.83548E+0	9.04116E-12	1.82445E+0	8.87441E-12	1.84651E+0
900.000E-6	9.81151E-12	1.64189E+0	9.73188E-12	1.65729E+0	9.89114E-12	1.62649E+0	10.0597E-12	1.96472E+0	9.97082E-12	1.96581E+0	10.1486E-12	1.96362E+0
975.000E-6	11.1972E-12	1.77805E+0	10.8878E-12	1.76612E+0	11.5066E-12	1.78999E+0	11.5869E-12	2.10711E+0	11.5585E-12	2.11093E+0	11.6153E-12	2.10329E+0
1.05000E-3	12.2767E-12	1.93778E+0	12.2475E-12	1.93075E+0	12.3059E-12	1.94482E+0	12.4640E-12	2.23548E+0	12.4174E-12	2.27408E+0	12.5106E-12	2.19687E+0
1.12500E-3	13.7582E-12	2.09697E+0	13.6303E-12	2.11085E+0	13.8860E-12	2.08308E+0	13.8032E-12	2.41421E+0	13.7839E-12	2.46099E+0	13.8224E-12	2.36743E+0
1.20000E-3	14.8217E-12	2.24590E+0	14.5113E-12	2.22904E+0	15.1321E-12	2.26276E+0	14.9241E-12	2.61943E+0	14.8322E-12	2.67021E+0	15.0160E-12	2.56864E+0
1.27500E-3	15.9857E-12	2.41628E+0	16.0976E-12	2.39316E+0	15.8739E-12	2.43941E+0	16.3665E-12	2.74687E+0	16.2453E-12	2.78769E+0	16.4876E-12	2.70606E+0
1.35000E-3	17.5483E-12	2.56677E+0	17.5761E-12	2.59218E+0	17.5205E-12	2.54137E+0	17.9519E-12	2.91888E+0	18.0111E-12	2.95635E+0	17.8928E-12	2.88140E+0
1.42500E-3	19.3720E-12	2.69991E+0	19.5974E-12	2.71841E+0	19.1465E-12	2.68142E+0	19.8075E-12	3.08729E+0	19.8799E-12	3.09685E+0	19.7351E-12	3.07772E+0
1.50000E-3	21.2184E-12	2.87533E+0	21.3622E-12	2.90312E+0	21.0746E-12	2.84754E+0	21.9341E-12	3.20616E+0	21.7250E-12	3.22254E+0	22.1431E-12	3.18977E+0
1.57500E-3	23.2198E-12	3.01283E+0	23.1761E-12	3.05067E+0	23.2635E-12	2.97499E+0	23.7017E-12	3.30036E+0	23.5276E-12	3.34560E+0	23.8758E-12	3.25511E+0
1.65000E-3	25.4336E-12	3.15984E+0	25.5479E-12	3.17687E+0	25.3192E-12	3.14282E+0	25.6520E-12	3.40438E+0	25.7497E-12	3.46106E+0	25.5543E-12	3.34770E+0
1.72500E-3	27.0756E-12	3.26945E+0	27.2723E-12	3.29853E+0	26.8790E-12	3.24037E+0	27.6126E-12	3.47227E+0	27.8777E-12	3.54829E+0	27.3474E-12	3.39625E+0
1.80000E-3	29.7970E-12	3.37804E+0	29.9673E-12	3.43072E+0	29.6267E-12	3.32536E+0	29.8344E-12	3.54719E+0	29.9940E-12	3.60558E+0	29.6749E-12	3.48881E+0
1.87500E-3	31.3614E-12	3.42224E+0	31.7190E-12	3.44688E+0	31.0038E-12	3.39759E+0	31.9808E-12	3.57143E+0	32.1443E-12	3.60659E+0	31.8172E-12	3.53627E+0
1.95000E-3	33.8355E-12	3.48425E+0	34.4262E-12	3.51504E+0	33.2448E-12	3.45345E+0	34.5891E-12	3.60494E+0	35.0088E-12	3.64997E+0	34.1693E-12	3.55992E+0
2.02500E-3	36.2780E-12	3.55103E+0	36.5401E-12	3.60781E+0	36.0159E-12	3.49424E+0	36.3660E-12	3.59735E+0	36.6089E-12	3.64556E+0	36.1230E-12	3.54915E+0
2.10000E-3	38.3514E-12	3.58280E+0	38.6140E-12	3.62325E+0	38.0888E-12	3.54236E+0	38.5754E-12	3.64467E+0	38.8259E-12	3.71218E+0	38.3249E-12	3.57716E+0
2.17500E-3	40.3675E-12	3.57461E+0	40.1795E-12	3.60193E+0	40.5554E-12	3.54729E+0	40.8520E-12	3.67396E+0	41.3460E-12	3.74247E+0	40.3579E-12	3.60544E+0
2.25000E-3	41.9040E-12	3.58100E+0	42.2256E-12	3.60592E+0	41.5823E-12	3.55607E+0	42.7116E-12	3.65353E+0	43.1159E-12	3.73682E+0	42.3073E-12	3.57025E+0
2.32500E-3	44.1939E-12	3.62817E+0	44.6040E-12	3.66145E+0	43.7838E-12	3.59489E+0	44.5503E-12	3.69279E+0	45.1562E-12	3.77861E+0	43.9445E-12	3.60697E+0
2.40000E-3	47.0433E-12	3.64060E+0	46.6612E-12	3.64839E+0	47.4255E-12	3.63282E+0	47.5927E-12	3.71322E+0	48.2745E-12	3.78847E+0	46.9108E-12	3.63797E+0
2.47500E-3	48.9117E-12	3.67790E+0	48.9125E-12	3.69724E+0	48.9108E-12	3.65856E+0	49.8474E-12	3.68032E+0	50.5688E-12	3.72742E+0	49.1261E-12	3.63322E+0
2.55000E-3	51.4289E-12	3.64303E+0	50.9645E-12	3.64243E+0	51.8934E-12	3.64364E+0	52.4427E-12	3.75290E+0	52.2591E-12	3.75231E+0	52.6263E-12	3.75349E+0
2.62500E-3	53.0131E-12	3.65906E+0	53.3422E-12	3.65362E+0	52.6840E-12	3.66449E+0	54.2603E-12	3.69314E+0	54.3615E-12	3.74387E+0	54.1591E-12	3.64240E+0
2.70000E-3	56.4839E-12	3.70370E+0	57.5459E-12	3.73513E+0	55.4219E-12	3.67226E+0	56.3208E-12	3.78759E+0	56.9073E-12	3.85339E+0	55.7342E-12	3.72179E+0
